"Pirc Defense, Classical Variation, Quiet System, Parma Defense",,1896,B08,4/21/17,2300,2346,22.90%,42.00%,35.10%,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4
"Pirc Defense, Classical Variation, Schlechter Variation",,3296,B08,4/23/17,2269,2226,38.40%,31.80%,29.80%,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.h3
"Pirc Defense, Classical Variation, Two Knights System",,3589,B08,4/23/17,2110,2146,36.40%,25.20%,38.40%,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7
"Pirc Defense, General",,17447,B07,4/22/17,2175,2220,31.10%,29.00%,39.90%,1.e4 d6 2.d4 Nf6
"Pirc Defense, Kholmov System",,1049,B07,3/24/17,2122,2067,42.70%,21.40%,35.80%,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bc4
"Polish Defense, General",,1014,A40,4/20/17,2095,2171,30.80%,22.00%,47.20%,1.d4 b5
"Polish Opening, Czech Defense",,634,A00,4/22/17,1994,2022,35.80%,21.10%,43.10%,1.b4 e5 2.Bb2 d6
"Polish Opening, Baltic Defense",,194,A00,3/19/17,2026,2014,37.60%,25.80%,36.60%,1.b4 d5 2.Bb2 Bf5
"Polish Opening, Bugayev Attack",,313,A00,3/19/17,2087,2094,37.10%,21.70%,41.20%,1.b4 e5 2.a3
"Polish Opening, General",,2870,A00,4/20/17,2034,2031,36.20%,21.40%,42.40%,1.b4
"Polish Opening, German Defense",,168,A00,2/5/17,2104,2128,45.80%,23.20%,30.90%,1.b4 d5 2.Bb2 Qd6
"Polish Opening, King's Indian Variation",,189,A00,3/3/17,2099,2141,37.00%,25.40%,37.60%,1.b4 Nf6 2.Bb2 g6
"Polish Opening, King's Indian Variation, Sokolsky Attack",,344,A00,3/16/17,2319,2288,38.40%,29.90%,31.70%,1.b4 Nf6 2.Bb2 g6 3.c4 Bg7 4.e3 d6 5.Nf3 O-O 6.d4
"Polish Opening, Outflank Variation",,416,A00,4/1/17,2122,2119,43.50%,24.50%,32.00%,1.b4 c6
"Polish Opening, Schiffler-Sokolsky Variation",,300,A00,2/23/17,2119,2086,40.00%,24.70%,35.30%,1.b4 Nf6 2.Bb2 d5 3.e3 e6 4.b5
"Polish Opening, Tartakower Gambit",,128,A00,10/14/16,2156,2107,48.40%,13.30%,38.30%,1.b4 e5 2.Bb2 f6 3.e4
"Polish Opening, Zukertort System",,316,A04,4/11/17,2199,2205,36.10%,31.30%,32.60%,1.b4 Nf6 2.Nf3
"Ponziani Opening, Caro Gambit",,143,C44,3/4/17,2231,2220,44.80%,19.60%,35.70%,1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 Bd7
"Ponziani Opening, General",,547,C44,4/19/17,2182,2144,43.70%,24.10%,32.20%,1.e4 e5 2.Nf3 Nc6 3.c3
"Ponziani Opening, Jaenisch Counterattack",,1577,C44,4/20/17,2174,2199,31.40%,29.00%,39.60%,1.e4 e5 2.Nf3 Nc6 3.c3 Nf6
"Ponziani Opening, Ponziani Countergambit",,100,C44,2/18/17,2260,2300,39.00%,15.00%,46.00%,1.e4 e5 2.Nf3 Nc6 3.c3 f5
"Ponziani Opening, Steinitz Variation",,195,C44,4/19/17,2249,2244,37.40%,29.70%,32.80%,1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 f6
"Pterodactyl Defense, Eastern, Anhanguera",,156,B06,3/17/17,2160,2134,31.40%,26.30%,42.30%,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Be3
"Pterodactyl Defense, Eastern, Benoni",,498,B06,4/5/17,2336,2283,48.00%,26.70%,25.30%,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.d5
"Pterodactyl Defense, Eastern, Pterodactyl",,263,B06,3/8/17,2130,2214,23.20%,21.30%,55.50%,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5 Qa5
"Pterodactyl Defense, Eastern, Pteronodon",,126,B06,1/14/17,2166,2181,20.60%,33.30%,46.00%,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5 Bxc3+ 5.bxc3 Qa5
"Pterodactyl Defense, Miscellany, Queen Pterodactyl, Quiet",,221,A40,4/13/17,2191,2159,30.30%,26.70%,43.00%,1.d4 g6 2.c4 Bg7 3.Nc3 c5 4.e3
"Pterodactyl Defense, Sicilian, Anhanguera",,140,B06,4/19/17,2263,2230,35.70%,27.90%,36.40%,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Nf3 Qa5 5.Be3
"Pterodactyl Defense, Sicilian, Rhamporhynchus",,108,B06,10/30/16,2379,2289,49.10%,23.10%,27.80%,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Nf3 Qa5 5.dxc5
"Pterodactyl Defense, Western, Rhamporhynchus",,656,B06,4/22/17,2244,2280,30.30%,29.00%,40.70%,1.e4 g6 2.d4 Bg7 3.Nf3 c5 4.dxc5 Qa5+
"Queen Pawn Game, Anglo-Slav Opening",,226,A41,2/11/17,2048,2084,30.50%,22.60%,46.90%,1.d4 c6 2.c4 d6
"Queen Pawn Game, Anti-Torre",,565,D02,4/12/17,2019,2048,31.10%,23.50%,45.30%,1.d4 d5 2.Nf3 Bg4
"Queen Pawn Game, Barry Attack, Gruenfeld Variation",,1310,D02,4/23/17,2309,2292,34.90%,32.80%,32.40%,1.d4 Nf6 2.Nf3 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Be2
"Queen Pawn Game, Chigorin Variation",,4577,D02,4/22/17,2039,2090,25.20%,25.50%,49.30%,1.d4 d5 2.Nf3 Nc6
"Queen Pawn Game, Colle System",,3805,D04,4/24/17,2108,2094,31.50%,30.20%,38.30%,1.d4 d5 2.Nf3 Nf6 3.e3
"Queen Pawn Game, Colle System, Anti-Colle",,1146,D04,4/20/17,2061,2051,36.80%,31.90%,31.30%,1.d4 d5 2.Nf3 Nf6 3.e3 Bf5
"Queen Pawn Game, Colle System, Gruenfeld Formation",,493,A48,4/16/17,2124,2113,46.60%,27.60%,25.80%,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d5
"Queen Pawn Game, Franco-Sicilian Defense",,477,C00,1/30/17,2030,2091,36.30%,20.80%,43.00%,1.d4 e6 2.e4 c5
"Queen Pawn Game, General",,2991,D00,4/23/17,2037,2041,37.40%,26.50%,36.10%,1.d4 d5
"Queen Pawn Game, Hübsch Gambit",,192,D00,4/13/17,2214,2168,59.40%,16.10%,24.50%,1.d4 Nf6 2.Nc3 d5 3.e4 Nxe4
"Queen Pawn Game, Levitsky Attack",,4043,D00,4/14/17,2245,2227,42.50%,30.10%,27.40%,1.d4 d5 2.Bg5
"Queen Pawn Game, Levitsky Attack, Euwe Variation, Modern Line",,326,D00,4/13/17,2321,2343,24.50%,41.70%,33.70%,1.d4 d5 2.Bg5 h6 3.Bh4 c6 4.Nf3 Qb6
"Queen Pawn Game, London System",,10093,D02,4/24/17,2104,2080,35.50%,31.30%,33.20%,1.d4 d5 2.Nf3 Nf6 3.Bf4
"Queen Pawn Game, Mason Attack",,411,D00,3/10/17,1914,1909,30.70%,21.20%,48.20%,1.d4 d5 2.f4
"Queen Pawn Game, Queen Fianchetto",,1450,A40,4/20/17,2077,2126,29.90%,23.40%,46.80%,1.d4 b6
"Queen Pawn Game, Sarratt Attack",,5272,D00,4/24/17,2142,2123,42.60%,29.10%,28.20%,1.d4 d5 2.Bf4
"Queen Pawn Game, Steinitz Countergambit",,720,D00,4/17/17,2262,2282,36.00%,32.80%,31.30%,1.d4 d5 2.Bf4 c5
"Queen Pawn Game, Stonewall Attack",,1447,D00,4/9/17,2042,2026,37.90%,22.30%,39.70%,1.d4 d5 2.e3 Nf6 3.Bd3
"Queen Pawn Game, Symmetrical Variation",,8465,D02,4/23/17,2194,2215,26.70%,34.80%,38.50%,1.d4 d5 2.Nf3 Nf6
"Queen Pawn Game, Symmetrical Variation, Pseudo-Catalan",,5395,D02,4/24/17,2125,2122,31.80%,33.90%,34.30%,1.d4 d5 2.Nf3 Nf6 3.g3
"Queen Pawn Game, Torre Attack",,2677,D03,4/21/17,2120,2084,41.50%,31.00%,27.50%,1.d4 d5 2.Nf3 Nf6 3.Bg5
"Queen Pawn Game, Torre Attack, Gossip Variation",,1570,D03,4/15/17,2205,2211,39.50%,32.00%,28.50%,1.d4 d5 2.Nf3 Nf6 3.Bg5 Ne4
"Queen Pawn Game, Torre Attack, Gruenfeld Variation",,133,D03,10/29/16,2148,2129,32.30%,28.60%,39.10%,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6
"Queen Pawn Game, Torre Attack, Gruenfeld Variation, Main Line",,1895,D03,4/8/17,2271,2294,27.20%,38.30%,34.50%,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6 4.e3 Bg7 5.Nbd2 O-O
"Queen Pawn Game, Veresov Atack, Alburt Defense",,436,D00,4/8/17,2167,2157,36.70%,30.30%,33.00%,1.d4 d5 2.Nc3 Bf5
"Queen Pawn Game, Veresov Atack, Boyce Defense",,118,D01,12/1/16,2049,2098,24.60%,18.60%,56.80%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Ne4
"Queen Pawn Game, Veresov Atack, Classical Defense",,336,D01,4/11/17,2072,2084,36.00%,25.30%,38.70%,1.d4 d5 2.Nc3 Nf6 3.Bg5 e6 4.Nf3
"Queen Pawn Game, Veresov Atack, Dutch System",,1552,A80,3/26/17,2267,2307,28.00%,31.00%,41.00%,1.d4 d5 2.Nc3 f5
"Queen Pawn Game, Veresov Atack, Richter Variation",,681,D01,4/4/17,2181,2180,40.70%,23.80%,35.50%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.f3
"Queen Pawn Game, Veresov Atack, Veresov Variation",,418,D01,12/20/16,2264,2238,40.70%,31.80%,27.50%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.Bxf6
"Queen Pawn Game, Veresov Attack",,1989,D00,4/16/17,2124,2123,37.40%,24.80%,37.80%,1.d4 d5 2.Nc3
"Queen Pawn Game, Veresov Attack, Two Knights System",,851,D01,3/31/17,2258,2231,32.50%,31.60%,35.80%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3
"Queen Pawn Game, Veresov Attack, Two Knights System, Gruenfeld Defense",,379,D01,4/24/17,2300,2278,39.30%,34.30%,26.40%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 g6
"Queen Pawn Game, Zukertort Variation",,11494,D02,4/24/17,2163,2146,37.10%,31.10%,31.90%,1.d4 d5 2.Nf3
"Queen Pawn Opening, General",,1126,A40,4/15/17,2157,2121,47.40%,24.10%,28.50%,1.d4
"Queen's Gambit Accepted, Accelerated Mannheim Variation",,140,D20,4/11/17,2056,2074,28.60%,25.70%,45.70%,1.d4 d5 2.c4 dxc4 3.Qa4+
"Queen's Gambit Accepted, Alekhine Defense",,999,D22,4/20/17,2341,2366,29.80%,37.80%,32.30%,1.d4 d5 2.c4 dxc4 3.Nf3 a6
"Queen's Gambit Accepted, Alekhine Defense, Borisenko-Furman Variation",,117,D21,12/11/16,2410,2361,36.80%,32.50%,30.80%,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e4
"Queen's Gambit Accepted, Alekhine Defense, Haberditz Variation",,300,D22,4/11/17,2369,2394,7.70%,63.70%,28.70%,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 b5
"Queen's Gambit Accepted, Bogoljubow Defense",,663,D24,4/14/17,2429,2410,42.50%,29.00%,28.50%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4
"Queen's Gambit Accepted, Central Variation, Alekhine System",,1364,D20,4/15/17,2334,2374,25.10%,33.90%,40.90%,1.d4 d5 2.c4 dxc4 3.e4 Nf6
"Queen's Gambit Accepted, Central Variation, Greco Variation",,173,D20,4/23/17,2291,2283,33.00%,27.80%,39.30%,1.d4 d5 2.c4 dxc4 3.e4 b5
"Queen's Gambit Accepted, Central Variation, McDonnell Defense",,1824,D20,4/15/17,2292,2317,24.40%,34.10%,41.50%,1.d4 d5 2.c4 dxc4 3.e4 e5
"Queen's Gambit Accepted, Central Variation, Modern Defense",,855,D20,4/15/17,2343,2369,29.90%,28.20%,41.90%,1.d4 d5 2.c4 dxc4 3.e4 Nc6
"Queen's Gambit Accepted, Central Variation, Rubinstein Defense",,380,D20,4/2/17,2263,2323,18.20%,37.90%,44.00%,1.d4 d5 2.c4 dxc4 3.e4 c5
"Queen's Gambit Accepted, Classical Defense",,870,D26,3/9/17,2324,2369,17.90%,45.10%,37.00%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5
"Queen's Gambit Accepted, Classical Defense, Alekhine System",,349,D28,4/22/17,2419,2384,40.40%,38.70%,20.90%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Except Main Line",,421,D28,4/20/17,2329,2348,25.90%,36.80%,37.30%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Main Line",,760,D29,3/10/17,2386,2382,31.80%,36.80%,31.30%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7
"Queen's Gambit Accepted, Classical Defense, Main Lines",,4019,D27,4/22/17,2349,2388,16.80%,47.50%,35.70%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6
"Queen's Gambit Accepted, Classical Defense, Normal Lines",,121,D26,12/18/16,2361,2265,61.20%,31.40%,7.40%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O
"Queen's Gambit Accepted, Classical Defense, Rubinstein Variation",,2275,D27,4/20/17,2372,2340,33.70%,43.00%,23.30%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.a4
"Queen's Gambit Accepted, Classical Defense, Russian Gambit",,161,D27,9/1/16,2474,2425,41.60%,38.50%,19.90%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.e4
"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Development Variation",,770,D26,3/19/17,2246,2309,16.60%,41.20%,42.20%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O Nc6
"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Exchange Variation",,168,D26,3/11/17,2168,2234,12.50%,39.30%,48.20%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O cxd4
"Queen's Gambit Accepted, Deferred",,243,D25,4/7/17,2169,2218,34.60%,28.80%,36.60%,1.d4 d5 2.Nf3 Nf6 3.c4 dxc4
"Queen's Gambit Accepted, Furman Variation",,727,D27,4/17/17,2400,2433,14.70%,65.90%,19.40%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.dxc5 Bxc5
"Queen's Gambit Accepted, General",,1310,D20,4/14/17,2040,2075,40.50%,24.00%,35.50%,1.d4 d5 2.c4 dxc4
"Queen's Gambit Accepted, Gunsberg Defense",,961,D21,4/19/17,2337,2369,24.40%,43.10%,32.60%,1.d4 d5 2.c4 dxc4 3.Nf3 c5
"Queen's Gambit Accepted, Gunsberg Defense, Prianishenmo Gambit",,312,D24,12/19/15,2481,2423,42.00%,41.00%,17.00%,1.d4 d5 2.c4 dxc4 3.Nc3 c5 4.d5 Nf6 5.Nf3 e6 6.e4 exd5 7.e5
"Queen's Gambit Accepted, Janowski-Larsen Variation",,2004,D25,4/22/17,2289,2328,23.40%,39.40%,37.20%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4
"Queen's Gambit Accepted, Linares Variation",,166,D20,4/7/17,2343,2370,33.70%,21.10%,45.20%,1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 5.Nc3 b5
"Queen's Gambit Accepted, Mannheim Variation",,909,D23,4/17/17,2377,2350,38.70%,37.50%,23.80%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4+
"Queen's Gambit Accepted, Normal Variation",,347,D21,3/18/17,2351,2290,36.90%,29.70%,33.40%,1.d4 d5 2.c4 dxc4 3.Nf3
"Queen's Gambit Accepted, Normal Variation",,724,D25,4/3/17,2348,2295,38.10%,34.40%,27.50%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3
"Queen's Gambit Accepted, Normal Variation, Traditional System",,865,D26,4/13/17,2224,2287,24.60%,33.00%,42.40%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6
"Queen's Gambit Accepted, Old Variation",,2583,D20,4/20/17,2326,2273,40.70%,35.00%,24.20%,1.d4 d5 2.c4 dxc4 3.e3
"Queen's Gambit Accepted, Rosenthal Variation",,531,D21,4/12/17,2307,2338,27.30%,35.00%,37.70%,1.d4 d5 2.c4 dxc4 3.Nf3 e6
"Queen's Gambit Accepted, Saduleto Variation",,114,D20,2/12/17,2050,1939,68.40%,14.00%,17.50%,1.d4 d5 2.c4 dxc4 3.e4
"Queen's Gambit Accepted, Showalter Variation",,1051,D24,4/20/17,2246,2227,36.00%,28.40%,35.70%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3
"Queen's Gambit Accepted, Smyslov Variation",,395,D25,3/19/17,2315,2396,23.50%,37.70%,38.70%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 g6
"Queen's Gambit Accepted, Winawer Defense",,187,D25,3/4/17,2272,2348,21.90%,39.00%,39.00%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Be6
"Queen's Gambit Declined, Anti-Tartakower Variation",,836,D55,3/17/17,2400,2382,39.60%,39.80%,20.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6
"Queen's Gambit Declined, Anti-Tartakower Variation, Petrosian Variation",,580,D55,3/14/17,2503,2447,23.80%,68.30%,7.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4 11.Bxc4
"Queen's Gambit Declined, Barmen Variation",,3700,D37,4/23/17,2256,2303,21.80%,36.60%,41.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Nbd7
"Queen's Gambit Declined, Cambridge Springs Variation",,4200,D52,4/23/17,2195,2230,27.60%,33.00%,39.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 c6 6.e3 Qa5
"Queen's Gambit Declined, Capablanca - General",,661,D30,4/15/17,2397,2420,30.70%,38.70%,30.60%,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6
"Queen's Gambit Declined, Capablanca Variation",,158,D30,11/19/16,2437,2385,46.80%,34.20%,19.00%,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nbd2
"Queen's Gambit Declined, Charousek (Petrosian) Variation",,4678,D31,4/22/17,2287,2324,21.10%,39.40%,39.50%,1.d4 d5 2.c4 e6 3.Nc3 Be7
"Queen's Gambit Declined, Exchange Variation",,1211,D35,4/20/17,2227,2189,43.90%,33.40%,22.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5
"Queen's Gambit Declined, Exchange Variation, Positional Variation",,2956,D35,4/22/17,2230,2273,19.60%,39.60%,40.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6
"Queen's Gambit Declined, Exchange Variation, Positional Variation",,10061,D35,4/23/17,2266,2226,51.70%,29.30%,19.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5
"Queen's Gambit Declined, Exchange Variation, Reshevsky Variation",,1775,D36,4/20/17,2318,2267,45.60%,31.80%,22.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2
"Queen's Gambit Declined, Exchange Variation, Saemisch Variation",,593,D35,4/15/17,2482,2430,44.40%,36.80%,18.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4
"Queen's Gambit Declined, General",,9522,D30,4/23/17,2180,2210,25.40%,33.40%,41.20%,1.d4 d5 2.c4 e6
"Queen's Gambit Declined, Harrwitz Attack",,2320,D37,4/20/17,2335,2315,48.40%,32.80%,18.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4
"Queen's Gambit Declined, Harrwitz Attack",,460,D35,3/29/17,2076,2039,46.30%,28.30%,25.40%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4
"Queen's Gambit Declined, Harrwitz Attack, Fianchetto Defense",,1066,D37,4/23/17,2223,2280,15.00%,38.60%,46.40%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 b6
"Queen's Gambit Declined, Harrwitz Attack, Main Line",,1744,D37,4/21/17,2355,2404,13.00%,46.90%,40.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5
"Queen's Gambit Declined, Harrwitz Attack, Main Line, New Main Line",,315,D37,4/18/17,2500,2463,43.50%,33.60%,22.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.O-O-O
"Queen's Gambit Declined, Harrwitz Attack, Main Line, Old Main Line",,381,D37,4/24/17,2501,2452,40.70%,41.20%,18.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.Rd1
"Queen's Gambit Declined, Harrwitz Attack, Orthodox Defense",,974,D37,4/21/17,2102,2131,16.90%,25.80%,57.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c6
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense",,1165,D37,4/22/17,2381,2401,17.90%,48.20%,33.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense, Blockade Line",,625,D37,4/13/17,2548,2502,36.60%,49.80%,13.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7 7.c5
"Queen's Gambit Declined, Hastings Variation",,448,D30,4/13/17,2504,2454,37.70%,41.10%,21.20%,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.Qb3
"Queen's Gambit Declined, Janowski Variation",,387,D31,4/21/17,2352,2392,26.40%,40.60%,33.10%,1.d4 d5 2.c4 e6 3.Nc3 a6
"Queen's Gambit Declined, Lasker Defense",,1263,D56,4/12/17,2342,2357,15.80%,55.40%,28.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4
"Queen's Gambit Declined, Lasker Defense, Main Line",,311,D57,4/20/17,2361,2328,34.10%,48.20%,17.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3
"Queen's Gambit Declined, Lasker Defense, Teichmann Variation",,508,D56,4/12/17,2403,2385,24.40%,62.00%,13.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2
"Queen's Gambit Declined, Manhattan Variation",,144,D51,1/10/16,2172,2247,24.30%,27.80%,47.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4
"Queen's Gambit Declined, Miles Variation, Dzhindzhi Attack",,514,D53,12/29/16,2443,2403,50.80%,30.00%,19.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Nf3 O-O 6.Qc2
"Queen's Gambit Declined, Modern Variation",,4997,D50,4/23/17,2217,2176,47.00%,30.50%,22.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5
"Queen's Gambit Declined, Modern Variation, Normal Line",,2629,D55,4/22/17,2226,2189,43.30%,34.40%,22.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3
"Queen's Gambit Declined, Modern, Knight Defense",,1600,D51,4/24/17,2178,2209,25.60%,31.90%,42.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6
"Queen's Gambit Declined, Modern, Knight Defense",,1219,D51,4/22/17,2080,2115,27.70%,27.90%,44.40%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7
"Queen's Gambit Declined, Modern, Knight Defense",,368,D51,3/26/17,2287,2223,49.20%,32.10%,18.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3
"Queen's Gambit Declined, Neo-Orthodox Variation",,223,D54,1/30/17,2502,2427,44.40%,41.30%,14.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Rc1
"Queen's Gambit Declined, Neo-Orthodox Variation",,118,D55,7/7/16,2115,2131,31.40%,29.70%,39.00%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6
"Queen's Gambit Declined, Neo-Orthodox Variation, Main Line",,669,D55,4/23/17,2240,2206,39.90%,40.20%,19.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4
"Queen's Gambit Declined, Normal Defense",,841,D35,4/9/17,1895,1913,38.00%,24.50%,37.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6
"Queen's Gambit Declined, Orthodox Defense, Alekhine Variation",,314,D67,7/1/16,2513,2438,39.80%,53.50%,6.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4
"Queen's Gambit Declined, Orthodox Defense, Botvinnik Variation",,1214,D60,3/31/17,2161,2119,40.70%,32.40%,26.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Bd3
